lname,state,city,pincode,key
Moirang_Churchandpur_D (Manipur),MN,Moirang,795128,moirang
Pattukotai_anthniyr_D (Tamil Nadu),TN,Pattukkottai,614705,pattukkottai
Bangalore_BenniganaHalli_C (Karnataka),KA,Bangalore,560048,bangalore
Amalner_SuygSociety_DPP (Maharashtra),MH,Amalner,425402,amalner
Nakodar_KrishanNgr_DPP (Punjab),PB,Nakodar,144036,nakodar
Cumbum_BhrthiyarNgr_D (Tamil Nadu),TN,Cumbum,626515,cumbum
Maihar_Goshainganj_D (Madhya Pradesh),MP,Maihar,485773,maihar
Muzaffarpur_Kurhani_D (Bihar),BR,Muzaffarpur,844118,muzaffarpur
Kaliachak_LICDPP_D (West Bengal),WB,Kaliachak,732207,kaliachak
Ranni_Chethakhl_D (Kerala),KL,Ranni,686544,ranni
Ranni_Chethakhl_D (Kerala),KL,Ranni,686511,ranni
Algarah_PedongRd_DPP (West Bengal),WB,Labha,734315,labha
Solapur_Jule_D (Maharashtra),MH,Solapur,413004,solapur
Aluva_Dharuslm_D (Kerala),KL,Aluva,683502,aluva
Sahebpurkml_Mohnpr_D (Bihar),BR,Sahebpur Kamal,851219,sahebpur kamal
Valanchery_Central_D_1 (Kerala),KL,Valanchery,676553,valanchery
Madhuban_Gayatripuram_DPP (Uttar Pradesh),UP,Madhuban,221601,madhuban
BD_Dhaka_Banani_D (Dhaka-BD),DK,Dhaka-BD,951204,dhaka-bd
Bhadohi_Chedibeer_D (Uttar Pradesh),UP,Bhadohi,221301,bhadohi
Majuli_Kthnibri_D (Assam),AS,Majuli,785106,majuli
Thiruvarur_Mannargudi_D (Tamil Nadu),TN,Thiruvarur,614001,thiruvarur
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,100022,dhaka-bd
BD_Dhaka_Banani_P (Dhaka-BD),RP,Lalmonirhat,5541,lalmonirhat
Mandya_Dc (Karnataka),KA,Mandya,571405,mandya
Vadakara_Veerancheri_D (Kerala),KL,Vadakara,673544,vadakara
Chikodi_Jainagar_D (Karnataka),KA,Chikodi,591305,chikodi
Miraj_GuruvarPeth_D (Maharashtra),MH,Miraj,416437,miraj
Parbatsar_ShymColny_DPP (Rajasthan),RJ,Parbatsar,341512,parbatsar
Pathanamthitta_Mangaram_D (Kerala),KL,Pathanamthitta,689647,pathanamthitta
Panagarh_Kanksa_D (West Bengal),WB,Panagarh,713403,panagarh
Salem_Dadagapatty_D (Tamil Nadu),TN,Salem,636201,salem
Jamjodhpur_SubhashRd_DPP (Gujarat),GJ,Jamjodhpur,360530,jamjodhpur
Azamgarh_Kotwa_D (Uttar Pradesh),UP,Azamgarh,276303,azamgarh
Karjan_Junabzr_DC (Gujarat),GJ,Karjan,391220,karjan
Kumbhalgarh_Kelwara_DPP (Rajasthan),RJ,Kumbhalgarh,313321,kumbhalgarh
Mathura_Palikheda_D (Uttar Pradesh),UP,Mathura,281002,mathura
Karera_DenidaRd_D (Madhya Pradesh),MP,Karera-MP,473660,karera-mp
BD_Chattogram_Agrabad_D (Chattogram),CA,Chattogram-BD,4210,chattogram-bd
Kolkata_DankuniGW_R (West Bengal),WB,Howrah,711115,howrah
Bhadrak_Deuli_D (Orissa),OR,Bhadrak,756125,bhadrak
Chandigarh_Raiprkln_C (Chandigarh),PB,Zirakpur,134111,zirakpur
RashiwadeBk_Shelewadi_DPP (Maharashtra),MH,Rashiwade Bk,416221,rashiwade bk
Abohar_DaulatPura_D (Punjab),PB,Abohar,152126,abohar
SirhindFatehgarh_DC (Punjab),PB,Sirhind-Fategarh,140406,sirhind-fategarh
Gurgaon_Bhorakalan_R (Haryana),HR,Gurgaon,122505,gurgaon
Lambhua_Chaukiya_D (Uttar Pradesh),UP,Lambhua,222302,lambhua
Ludhiana_Bhaura_D (Punjab),PB,Ludhiana,141127,ludhiana
Bettiah_Manshatola_D (Bihar),BR,Bettiah,845460,bettiah
Kukshi_BurahaniColony_D (Madhya Pradesh),MP,Kukshi,454365,kukshi
Bacchawaran_BhuyianTemple_D (Uttar Pradesh),UP,Bacchawaran,229301,bacchawaran
BD_Dhaka_Banani_P (Dhaka-BD),KH,Narail,7521,narail
Saharanpur_Chidbana_P (Uttar Pradesh),UP,Saharanpur,247231,saharanpur
BD_Sirajganj_Serebangla_D (Rajshahi),RS,Sirajganj,6701,sirajganj
Neemuch_MhowRd_D (Madhya Pradesh),MP,Neemuch,458470,neemuch
Atmakur_NellorePalem_D (Andhra Pradesh),AP,Atmakur-AP,524234,atmakur-ap
Haripad_Sivakripa_D (Kerala),KL,Haripad,690566,haripad
Nashik_Ojhar_DPP (Maharashtra),MH,Nashik,423111,nashik
Chinnur_AsnsdhRD_D (Telangana),TS,Chinnur,504214,chinnur
Thalassery_TempleGt_D (Kerala),KL,Thalassery,670101,thalassery
Birpur_Bhimpur_D (Bihar),BR,Birpur,854335,birpur
Patna_Anisabad (Bihar),BR,Patna,801507,patna
Trivandrum_Mnanthla_D (Kerala),KL,Thiruvananthapuram,695033,thiruvananthapuram
Sidhauli_Rmdna_D (Uttar Pradesh),UP,Sidhauli,261302,sidhauli
Chennai_Mogappair_C (Tamil Nadu),TN,Chennai,600107,chennai
Khair_DhundhiNagla_D (Uttar Pradesh),UP,Khair,202123,khair
Dindigul_Kottapatti_D (Tamil Nadu),TN,Dindigul,624002,dindigul
Panna_MPEBColony_DPP (Madhya Pradesh),MP,Panna,488001,panna
Narikkuni_Padanilam_D (Kerala),KL,Narikkuni,673585,narikkuni
Ulundurpet_HarishNgr_D (Tamil Nadu),TN,Ulundurpet,606104,ulundurpet
Naihati_Rajendrapur_DPP (West Bengal),WB,Naihati,743134,naihati
Japla_Darua_D (Jharkhand),JH,Japla,822116,japla
Udalguri_Harisinga_D (Assam),AS,Udalguri,784524,udalguri
Kashipur_Khokhratal_D (Uttarakhand),UK,Kashipur,244716,kashipur
Pukhrayan_Arulimod_D (Uttar Pradesh),UP,Pukhrayan,209312,pukhrayan
Ludhiana_Bhaura_R (Punjab),PB,Ludhiana,141001,ludhiana
Suni_Basantpur_DPP (Himachal Pradesh),HP,Suni,171301,suni
Attingal_Central_D_2 (Kerala),KL,Attingal,695303,attingal
Dindigul_Kottapatti_D (Tamil Nadu),TN,Dindigul,624306,dindigul
Dhule_MohadiUpnagar_D (Maharashtra),MH,Dhule,424308,dhule
Jalandhar_UrbanEstate_D (Punjab),PB,Jalandhar,141309,jalandhar
Bijainagar_VnykaNgr_D (Rajasthan),RJ,Bijainagar,305623,bijainagar
Chomu_SamodRd_D (Rajasthan),RJ,Chomu,303804,chomu
Thrissur_Padavarad_D (Kerala),KL,Thrissur,680052,thrissur
Erode_SathyRd_DPP (Tamil Nadu),TN,Erode,638101,erode
BD_Dhaka_Banani_P (Dhaka-BD),RP,Gaibandha,5700,gaibandha
Bhimavaram_Gunupudi_D (Andhra Pradesh),AP,Bhimavaram,534237,bhimavaram
Dhamanagar_Temple_DPP (Orissa),OR,Dhamanagar,756118,dhamanagar
Shahada_Untavad_D (Maharashtra),MH,Shahada,425448,shahada
Jorhat_Rajatiagaon_D (Assam),AS,Jorhat,785616,jorhat
Ottapidaram_ARS_D (Tamil Nadu),TN,Ottapidaram,628718,ottapidaram
Maheshtala_Batangr_D (West Bengal),WB,Maheshtala,700137,maheshtala
Chenani_Ward3_D (Jammu & Kashmir),JK,Chenani,182141,chenani
Dhule_MohadiUpnagar_D (Maharashtra),MH,Dhule,424003,dhule
Barabanki_Pragyapuram_D (Uttar Pradesh),UP,Barabanki,225203,barabanki
Cochin_Kureekad_D (Kerala),KL,Cochin,682302,cochin
Lambhua_Chaukiya_D (Uttar Pradesh),UP,Lambhua,228133,lambhua
Vitla_FawzBuldng_DPP (Karnataka),KA,Vitla,574220,vitla
Polavaram_GovHosptl_DPP (Andhra Pradesh),AP,Polavaram,534315,polavaram
Rupnarayanpur_Salanpur_D (West Bengal),WB,Rupnarayanpur,713365,rupnarayanpur
Arimbur_Elthuruth_D (Kerala),KL,Arimbur,680614,arimbur
Mumbai_MahimJunction_C (Maharashtra),MH,Mumbai,400050,mumbai
Yellapur_Tatagar_DPP (Karnataka),KA,Yellapur,581337,yellapur
Hisar_Dabra_R (Haryana),HR,Hisar,125003,hisar
Dotma_Nawarbhita_DPP (Assam),AS,Dotma,783354,dotma
Sonipat_Kharkhoda_D (Haryana),HR,Sonipat,124404,sonipat
Aluva_Nedumbassery_D (Kerala),KL,Aluva,683577,aluva
Lucknow_IndiraNgr_D (Uttar Pradesh),UP,Lucknow,226015,lucknow
Palion_MndiPthankotRd_DPP (Himachal Pradesh),HP,Palion,176225,palion
Rourkela (Orissa),OR,Rourkela,769012,rourkela
Paralakhemundi_Omcolony_D (Orissa),OR,Paralakhemundi,761211,paralakhemundi
Tirunelveli_BlaPkyaNgr_D (Tamil Nadu),TN,Tirunelveli,627201,tirunelveli
Vizianagaram_Svnnagar_D (Andhra Pradesh),AP,Vizianagaram,535218,vizianagaram
Bihta_Kateshwar_D (Bihar),BR,Bihta,801108,bihta
Tamar_Ward25_D (Jharkhand),JH,Tamar,835225,tamar
Karaikudi_Sivaganga_D (Tamil Nadu),TN,Karaikudi,623101,karaikudi
Palasa_Gunalapadu_DPP (Andhra Pradesh),AP,Palasa,532212,palasa
Goh_Golapar_D (Bihar),BR,Goh,824116,goh
Daund_SanskrBhvn_D (Maharashtra),MH,Daund,414702,daund
Kumbakonam_Perumndi_D (Tamil Nadu),TN,Kumbakonam,612202,kumbakonam
Vijayawada_Moghalrajpuram_D (Andhra Pradesh),AP,Vijayawada,520010,vijayawada
PadampurRJ_Srikaranpur_D (Rajasthan),RJ,PadampurRJ,335023,padampurrj
Auraiya_Brahmngr_D (Uttar Pradesh),UP,Auraiya,206247,auraiya
Indore_Manishpuri_D (Madhya Pradesh),MP,Indore,455002,indore
Jaunpur_Chachakpur_D (Uttar Pradesh),UP,Jaunpur,222109,jaunpur
Udaipur_Hiranmagri_D (Rajasthan),RJ,Udaipur,313013,udaipur
KampurTown_Baithalangso_D (Assam),AS,Kampur Town,782450,kampur town
Chandigarh_Raiprkln_C (Chandigarh),CH,Chandigarh,160051,chandigarh
Gingee_KVKThtr_D (Tamil Nadu),TN,Gingee,604210,gingee
Kanhangad_Hsdrgfort_D (Kerala),KL,Kanhangad,671329,kanhangad
Mainpuri_Bypassroad_D (Uttar Pradesh),UP,Mainpuri,205262,mainpuri
Rajesultanpur_PadumprMkt_D (Uttar Pradesh),UP,Rajesultanpur,224232,rajesultanpur
Koyilandy_Muchukunnu_D (Kerala),KL,Koyilandy,673529,koyilandy
Bassi_Thana_D (Rajasthan),RJ,Bassi,303305,bassi
Basti_Maharajganj_D (Uttar Pradesh),UP,Basti,272131,basti
Salur_PatasalaSt_D (Andhra Pradesh),AP,Salur,532591,salur
Pondicherry_Balajinagar_D (Pondicherry),PU,Pondicherry,605010,pondicherry
Gonda_Jhanjhari_D (Uttar Pradesh),UP,Gonda,271301,gonda
Nandyal_SaleemNgr_D (Andhra Pradesh),AP,Nandyal,518501,nandyal
Nagercoil_Muhilanvilai_D (Tamil Nadu),TN,Nagercoil,629004,nagercoil
Yavatmal_Ner_D (Maharashtra),MH,Yavatmal,444708,yavatmal
Hoshiarpur_SaroopNagar_D (Punjab),PB,Hoshiarpur,145105,hoshiarpur
Gurgaon_Bhorakalan_R (Haryana),HR,Jhajjar,124105,jhajjar
Ranchi_HinooChowk_D (Jharkhand),JH,Ranchi,834007,ranchi
Peralam_Kaduvangudi_D (Tamil Nadu),TN,Peralam,609608,peralam
Koyilandy_Muchukunnu_D (Kerala),KL,Koyilandy,673305,koyilandy
Amreli_Rajula_DC (Gujarat),GJ,Rajula,365560,rajula
Patna_PatliputraColony_D (Bihar),BR,Patna,800013,patna
Tiptur_Chmundeshwri_D (Karnataka),KA,Tiptur,572226,tiptur
Ambegaon_Manchar1_D (Maharashtra),MH,Ambegaon,412405,ambegaon
Dharapuram_Pirivu_D (Tamil Nadu),TN,Dharapuram,638673,dharapuram
Nakerakal_VasaviNagar_DPP (Telangana),TS,Nakerakal,508211,nakerakal
Paithan_SantaNGR_D (Maharashtra),MH,Paithan,431107,paithan
Yamunanagar_Veerngrcly_D (Haryana),HR,Yamuna Nagar,135004,yamuna nagar
Yavatmal_JajuDPP_D (Maharashtra),MH,Yavatmal,445001,yavatmal
Palampur_Berachah_D (Himachal Pradesh),HP,Palampur,176087,palampur
Manamelkudi_HondaShow_D (Tamil Nadu),TN,Manamelkudi,614619,manamelkudi
Jaijaipur_BaradwarMarg_D (Chhattisgarh),CG,Jaijaipur,495690,jaijaipur
Contai_Bankaberya_D (West Bengal),WB,Contai,721450,contai
Ludhiana_TagoreNagar_D (Punjab),PB,Ludhiana,142028,ludhiana
Sendhwa_JawaharGanj_D (Madhya Pradesh),MP,Sendhwa,451665,sendhwa
BD_Chattogram_Agrabad_D (Chattogram),CA,Chattogram-BD,4215,chattogram-bd
Sankari_Akkamapettai_D (Tamil Nadu),TN,Sankari,637105,sankari
Honnali_TMroad_D (Karnataka),KA,Honnali,577217,honnali
Kantabanji_Ward4_D (Orissa),OR,Kantabanji,767039,kantabanji
Goa_Margao_D (Goa),GA,Goa,403724,goa
Krishnarajngr_VlmkiNgr_D (Karnataka),KA,Krishnarajngr,571602,krishnarajngr
Mahagama_Kaitbkl_DPP (Jharkhand),JH,Mahagama,814147,mahagama
Durgapur_Bhiringi_D (West Bengal),WB,Durgapur,713214,durgapur
Kovvur_Ramarao_D (Andhra Pradesh),AP,Kovvur,534351,kovvur
Rajapalayam_Madathuppatti_D (Tamil Nadu),TN,Rajapalayam,626137,rajapalayam
Ashta_GordeChwk_D (Maharashtra),MH,AshtaSangli,416301,ashtasangli
Barpeta_ShaktiNagar_C (Assam),AS,Barpeta,781352,barpeta
Jagatpur_CanalRd_D (Orissa),OR,Jagatpur,754025,jagatpur
Katihar_SBIGuruBazar_D (Bihar),BR,Katihar,854103,katihar
Ranipet_Gandhinagar_D (Tamil Nadu),TN,Ranipet,632512,ranipet
Bangalore_Kudlu_CP (Karnataka),KA,Bangalore,560100,bangalore
Hubli_AshokVana_D (Karnataka),KA,Hubli,581196,hubli
Bettiah_Manshatola_D (Bihar),BR,Bettiah,845501,bettiah
Kosgi_Chennaram_D (Telangana),TS,Kosgi,509339,kosgi
Ballia_GorkprRd_D (Uttar Pradesh),UP,Ballia,277001,ballia
Saharanpur_Chidbana_P (Uttar Pradesh),UP,Saharanpur,247232,saharanpur
Nagpur_TimberMrkt_D (Maharashtra),MH,Nagpur,440104,nagpur
Dhenkanal_Ranapasi_DPP (Orissa),OR,Dhenkanal,759013,dhenkanal
Datia_ShardaVihar_DPP (Madhya Pradesh),MP,Datia,475686,datia
Maludkhas_Parikuda_DPP (Orissa),OR,Maludkhas,752032,maludkhas
Baghpat_Barout_D (Uttar Pradesh),UP,Baghpat,250601,baghpat
Aul_Rasulpur_D (Orissa),OR,Aul,754239,aul
Georai_TayyabNagar_D (Maharashtra),MH,Georai,431130,georai
BD_Dhaka_Banani_P (Dhaka-BD),RP,Dinajpur,5280,dinajpur
Agartala_Jirania_D (Tripura),TR,Agartala,799011,agartala
BD_Dhaka_Banani_P (Dhaka-BD),SH,Bianibazar,3175,bianibazar
Aambasa_Natunpalli_D (Tripura),TR,Aambasa,799289,aambasa
Gudur_MalvyaNagar_D (Andhra Pradesh),AP,Gudur,524410,gudur
Thrissur_Koonammoochi_D (Kerala),KL,Thrissur,680509,thrissur
Tiruvalla_Peringara_D (Kerala),KL,Tiruvalla,689621,tiruvalla
Udaipur_Mavli_DPP (Rajasthan),RJ,Udaipur,313201,udaipur
Trivandrum_Pettah_D (Kerala),KL,Thiruvananthapuram,695029,thiruvananthapuram
Darbhanga_Madhpur_D (Bihar),BR,Darbhanga,846008,darbhanga
Humnabad_Kamalapur_DPP (Karnataka),KA,Humnabad,585313,humnabad
Bhaga_Bongram_DPP (Assam),AS,Bhaga,788120,bhaga
Bilimora_DC (Gujarat),GJ,Bilimora,396460,bilimora
Mughalsarai_PadaoRoad_D (Uttar Pradesh),UP,Mughal Sarai,232109,mughal sarai
Ahmedabad_SaraswatiNagar_C (Gujarat),GJ,Ahmedabad,382428,ahmedabad
Anand_VitthalUdyog_D (Gujarat),GJ,Anand,388052,anand
Chikodi_Jainagar_D (Karnataka),KA,Chikodi,591297,chikodi
Ambasamudram_DRSColony_D (Tamil Nadu),TN,Ambasamudram,627453,ambasamudram
Attingal_Central_D_2 (Kerala),KL,Attingal,695312,attingal
Sikandara_JamuiRD_D (Bihar),BR,Sikandara,811301,sikandara
Hanur_BandalliRd_DPP (Karnataka),KA,Hanur,571443,hanur
Arani_PolurRd_D (Tamil Nadu),TN,Arani,632315,arani
Anuppur_Chetnanagar_D (Madhya Pradesh),MP,Anuppur,484117,anuppur
Baraut_OmNagar_D (Uttar Pradesh),UP,Baraut,250617,baraut
Harur_EBOfc_D (Tamil Nadu),TN,Harur,636906,harur
Madikeri_MuthpTmp_D (Karnataka),KA,Madikeri,571201,madikeri
Moranhat_TengaDollong_D (Assam),AS,Moranhat,785676,moranhat
Surendranagar_GIDC_D (Gujarat),GJ,Surendranagar,363002,surendranagar
Miyanganj_FurkanMarket_DPP (Uttar Pradesh),UP,Miyanganj,209870,miyanganj
Kumargram_GovHpt_DPP (West Bengal),WB,Kumargram,736203,kumargram
Chamarjngr_BrDbleRd_D (Karnataka),KA,Chamarajanagar,571115,chamarajanagar
Rajampet_BypassRd_D (Andhra Pradesh),AP,Rajampet,516131,rajampet
BD_Bogra_Jalessoritola_D (Rajshahi),RS,bogra,5826,bogra
Darjeeling_Limbugaon_D (West Bengal),WB,Darjeeling,734101,darjeeling
Dindori_Deoramal_D (Madhya Pradesh),MP,Dindori,481879,dindori
Nuzvid_NSPColony_D (Andhra Pradesh),AP,Nuzvid,521111,nuzvid
Ludhiana_Bhaura_R (Punjab),PB,Ludhiana,141008,ludhiana
Chittoor_Bangarupalyam_D (Andhra Pradesh),AP,Chittoor,517129,chittoor
DakshinBarasat_Baharu_DPP (West Bengal),WB,Dakshin Barasat,743395,dakshin barasat
Trichy_LingamNgr_D (Tamil Nadu),TN,Tiruchi,620002,tiruchi
Balangir_PalaceLine_D (Orissa),OR,Balangir,767003,balangir
Neyveli_Vadakuthu_D (Tamil Nadu),TN,Neyveli,607308,neyveli
Chand_CanaraBank_DPP (Madhya Pradesh),MP,Chand,480111,chand
Tirupati_Raghavendranagar_D (Andhra Pradesh),AP,Tirupati,517503,tirupati
Lucknow_NarpatKheraP_D (Uttar Pradesh),UP,Lucknow,226003,lucknow
Leh_Choglamsar_DPP (Ladakh),LA,Leh,194104,leh
Karnal_VijayNagar_D (Haryana),HR,Karnal,132001,karnal
Aliganj_LuhariDarwaja_D (Uttar Pradesh),UP,Aliganj,207244,aliganj
Khatra_KoralDPP_D (West Bengal),WB,Khatra,722171,khatra
Guntur_Gajulapalem_D (Andhra Pradesh),AP,Guntur,522318,guntur
Junagadh_DC (Gujarat),GJ,Junagadh,362205,junagadh
BD_Habiganj_Chirakandi_D (Sylhet),SH,Habiganj,3322,habiganj
Chandrapur_Wandhari_I (Maharashtra),MH,Chandrapur,442403,chandrapur
Laxmangarh_Lilee_D (Rajasthan),RJ,Laxmangarh,321633,laxmangarh
Bhadaur_BChwkDPP_D (Punjab),PB,Bhadaur,148102,bhadaur
Gujiliamparai_Palayam_DPP (Tamil Nadu),TN,Gujiliamparai,624703,gujiliamparai
Jalpaiguri_Gomostapara_D (West Bengal),WB,Jalpaiguri,735101,jalpaiguri
Ramagundam_Pdmavati_D (Telangana),TS,Ramagundam,505209,ramagundam
Dalhousie_Banikhet_D (Himachal Pradesh),HP,Dalhousie,176325,dalhousie
Mangalore_Kavoor_D (Karnataka),KA,Mangalore,574189,mangalore
Ranipet_Gandhinagar_D (Tamil Nadu),TN,Ranipet,632506,ranipet
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,1208,dhaka-bd
Gonikoppal_Kaikeri_DPP (Karnataka),KA,Gonikoppal,571254,gonikoppal
Sivasagar_Pdinnagar_D (Assam),AS,Sivasagar,785665,sivasagar
RSPura_GasAgnecy_D (Jammu & Kashmir),JK,RS Pura,181104,rs pura
Mandvi_Ashpura_DPP (Gujarat),GJ,Mandvi,370460,mandvi
Moodbidri_Central_D (Karnataka),KA,Moodabidri,574272,moodabidri
Chandigarh_Raiprkln_C (Chandigarh),PB,Mohali,160065,mohali
Chandausi_Gumtal_D (Uttar Pradesh),UP,Chandausi,243720,chandausi
Bangalore_BenniganaHalli_C (Karnataka),KA,Bangalore,560042,bangalore
Srinagar_Rainawari_D (Jammu & Kashmir),JK,Srinagar,190025,srinagar
Manda_Salia_D (Uttar Pradesh),UP,Manda,212304,manda
Ulundurpet_HarishNgr_D (Tamil Nadu),TN,Ulundurpet,606102,ulundurpet
Dharmapuri_Agrinagar_D (Tamil Nadu),TN,Dharmapuri,635202,dharmapuri
Perunali_Sayalkudi_D (Tamil Nadu),TN,Perunali,623135,perunali
Jiwdhara_Kotwa_D (Bihar),BR,Jiwdhara,845423,jiwdhara
Jaipur_Mansrover_R (Rajasthan),RJ,Jaipur,302029,jaipur
Domariyaganj_Shahpur_D (Uttar Pradesh),UP,Domariyaganj,272192,domariyaganj
Thelamara_NilachalPath_D (Assam),AS,Thelamara,784149,thelamara
Kunda_KaretiRd_D (Uttar Pradesh),UP,Kunda,230143,kunda
Chamarjngr_BrDbleRd_D (Karnataka),KA,Chamarajanagar,571342,chamarajanagar
Barhaj_Nandnaward_D (Uttar Pradesh),UP,Barhaj,274603,barhaj
Tirupati (Andhra Pradesh),AP,Tirupati,517504,tirupati
Ambegaon_Manchar1_D (Maharashtra),MH,Ambegaon,410504,ambegaon
Mandsaur_Dalodarail_D (Madhya Pradesh),MP,Mandsaur,457339,mandsaur
Meija_School_D (West Bengal),WB,Mejia,713323,mejia
Phulbani_NipiditaOfc_D (Orissa),OR,Phulbani,762029,phulbani
Dongargarh_SouthColony_DPP (Chhattisgarh),CG,Dongargarh,491445,dongargarh
Narnaul_MamrajColony_D (Haryana),HR,Narnaul,123028,narnaul
Thrissur_Padavarad_D (Kerala),KL,Thrissur,680653,thrissur
Berla_CommunityCntr_DPP (Chhattisgarh),CG,Berla,491332,berla
Pune_Dhanori_C (Maharashtra),MH,Pune,412001,pune
Gajapatinagaram_SaibabaTmpl_DPP (Andhra Pradesh),AP,Gajapatinagaram,535260,gajapatinagaram
Anand_VitthalUdyog_D (Gujarat),GJ,Anand,387315,anand
Dwarka_CharaklaRd_DPP (Gujarat),GJ,Dwarka,361336,dwarka
Dindigul_Batlagundu_D (Tamil Nadu),TN,Dindigul,626601,dindigul
Guntur_Kornepadu_D (Andhra Pradesh),AP,Guntur,522019,guntur
Sangameshwar_Burambi_DPP (Maharashtra),MH,Sangameshwar,415609,sangameshwar
Umarkhed_HubeCplx_D (Maharashtra),MH,Umarkhed,445211,umarkhed
Coonoor_Vannarpet_D (Tamil Nadu),TN,Coonoor,643219,coonoor
Vijayawada_RTCColony_D (Andhra Pradesh),AP,Vijayawada,522008,vijayawada
Cuddalore_FriendsNgr_D (Tamil Nadu),TN,Cuddalore,607401,cuddalore
Bhimtal_BhowaliRd_D (Uttarakhand),UK,Bhimtal,263136,bhimtal
Chopda_CollegeRd_DPP (Maharashtra),MH,Chopda,425107,chopda
Noida_Sector59_R (Uttar Pradesh),UP,Noida,201308,noida
Erode (Tamil Nadu),TN,Erode,638058,erode
Erode (Tamil Nadu),TN,Erode,638003,erode
Ramgarh_Mandu_D (Jharkhand),JH,Ramgarh,825330,ramgarh
Hyderabad_Kothapet_C (Telangana),TS,Hyderabad,500051,hyderabad
Jashipur_Chndposi_D (Orissa),OR,Jashipur,757034,jashipur
BD_Mymensingh_Bolspr_D (Mymensingh),MS,Mymensingh,2416,mymensingh
Bansi_Shyamnagar_D (Uttar Pradesh),UP,Bansi,272153,bansi
BD_Dhaka_Banani_P (Dhaka-BD),RS,Pabna,6670,pabna
Thiruvarur_Mannargudi_D (Tamil Nadu),TN,Thiruvarur,614905,thiruvarur
Hyderabad_Devaryamjal_R (Telangana),TS,Hyderabad,500409,hyderabad
Panki_Tarhasi_DPP (Jharkhand),JH,Panki,822118,panki
Kandukur_SanthoshNagar_D (Andhra Pradesh),AP,Kandukur,523115,kandukur
Morigaon_Ward11_D (Assam),AS,Morigaon,782104,morigaon
Rayachoti_Chennamukkapalle_D (Andhra Pradesh),AP,Rayachoti,516269,rayachoti
Bilimora_DC (Gujarat),GJ,Bilimora,396530,bilimora
Bangalore_Nelamangla_R (Karnataka),KA,Tumkur,572168,tumkur
Kolkata_Belghoria_C (West Bengal),WB,Kolkata,700132,kolkata
Haldia_Basudevpur_D (West Bengal),WB,Haldia,721606,haldia
KhatuKhurd_MakranaRd_D (Rajasthan),RJ,Khatu Khurd,341319,khatu khurd
Peralam_Kaduvangudi_D (Tamil Nadu),TN,Peralam,612203,peralam
Akola_Central_D_1 (Maharashtra),MH,Akola,444308,akola
Pennadam_Puthar_D (Tamil Nadu),TN,Pennadam,606109,pennadam
Agartala_Jirania_D (Tripura),TR,Agartala,799113,agartala
Aluva_Nedumbassery_D (Kerala),KL,Aluva,680734,aluva
Usilampatti_Valayapatti_D (Tamil Nadu),TN,Usilampatti,625529,usilampatti
Palakollu_Venkateswara_DPP (Andhra Pradesh),AP,Palakollu,534269,palakollu
Thalassery_TempleGt_D (Kerala),KL,Thalassery,670103,thalassery
Balaran_Ward2_DPP (Rajasthan),RJ,Balaran,333702,balaran
Rajganj_Ambari_DPP (West Bengal),WB,Rajganj,735135,rajganj
Tada_Sriharikota_D (Andhra Pradesh),AP,Tada,524401,tada
BD_Sunamganj_Moynar_D (Sylhet),SH,Sunamganj,3085,sunamganj
BD_Dhaka_Banani_P (Dhaka-BD),DK,Kishoreganj,2301,kishoreganj
Jalesar_MusiyarRoad_D (Uttar Pradesh),UP,Jalesar,207301,jalesar
Marthandam_Knchiracode_D (Tamil Nadu),TN,Marthandam,629169,marthandam
Kayamkulam_Peringala_D (Kerala),KL,Kayamkulam,690558,kayamkulam
Sambalpur_Tentelpara_D (Orissa),OR,Sambalpur,768002,sambalpur
Agra_Jaupura1_R (Uttar Pradesh),UP,Agra,282007,agra
Keshoraipatan_Ishwar_DPP (Rajasthan),RJ,Keshoraipatan,323301,keshoraipatan
Harpanahalli_KHBClny_D (Karnataka),KA,Harpanahalli,583213,harpanahalli
Honnavar_ForestColony_D (Karnataka),KA,Honnavar,581348,honnavar
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,100000,dhaka-bd
Nagercoil_Muhilanvilai_D (Tamil Nadu),TN,Nagercoil,629851,nagercoil
Chittaurgarh_LovkushNgr_D (Rajasthan),RJ,Chittaurgarh,312622,chittaurgarh
Amravati_SaiNagar_D (Maharashtra),MH,Amravati,444605,amravati
Bomdila_Centrepoint_D (Arunachal Pradesh),AR,Bomdila,790001,bomdila
Shorapur_GandhiNagar_D (Karnataka),KA,Shorapur,585304,shorapur
BD_Dhaka_Banani_P (Dhaka-BD),RS,Pabna,6622,pabna
Visavadar_JunagadhRd_DPP (Gujarat),GJ,Visavadar,362130,visavadar
Mahakalapara_Sathiabati_DPP (Orissa),OR,MAHAKALAPARA,754216,mahakalapara
Jammu_GangyalCRPF_H (Jammu & Kashmir),JK,Jammu,180019,jammu
BD_Dhaka_Banani_P (Dhaka-BD),RP,Kurigram,5611,kurigram
Hamirpur_Dosarka_D (Himachal Pradesh),HP,Hamirpur,177029,hamirpur
Viramgam_Dasada_DPP (Gujarat),GJ,Viramgam,382130,viramgam
Cuttack_SliprDPP_DC (Orissa),OR,Salipur,754209,salipur
